,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Category,Outlet_Age
652,16.75,Regular,0.008208342,Canned,102.8674,Small,Tier 2,Supermarket Type1,7.332376400147788,FD,11
653,18.35,Low Fat,0.03334929,Dairy,155.034,Medium,Tier 3,Supermarket Type2,7.5967649116840645,DR,4
654,12.8,Low Fat,0.076060037,Fruits and Vegetables,95.141,Small,Tier 1,Supermarket Type1,6.768342625598476,FD,16
655,19.75,Low Fat,0.014301326,Household,103.0332,Small,Tier 1,Supermarket Type1,7.115905713142174,NC,16
656,8.75,Regular,0.074931201,Fruits and Vegetables,187.6556,Medium,Tier 3,Supermarket Type2,6.845643677158708,FD,4
657,13.3,Low Fat,0.080131363,Dairy,234.03,Medium,Tier 3,Supermarket Type2,8.341777335289226,FD,4
658,18.85,Low Fat,0.167444431,Household,194.6136,High,Tier 3,Supermarket Type1,7.062604229247554,NC,26
659,9.695,Regular,0.03033748,Snack Foods,222.9114,Medium,Tier 1,Supermarket Type1,8.659646534807194,FD,14
660,20.7,Low Fat,0.04874969,Fruits and Vegetables,37.5506,Small,Tier 2,Supermarket Type1,4.743642601628749,FD,9
661,12.91,Low Fat,0.014788594,Starchy Foods,174.408,Medium,Tier 3,Supermarket Type3,8.91525012664776,FD,28
662,11.1,Low Fat,0.111298111,Fruits and Vegetables,191.7846,Small,Tier 2,Supermarket Type1,8.025632010935702,FD,6
663,8.975,Regular,0.05268526,Canned,83.3224,High,Tier 3,Supermarket Type1,8.183213270394665,FD,26
664,12.15,Low Fat,0.018485511,Frozen Foods,253.1698,Medium,Tier 3,Supermarket Type2,7.328449696876755,FD,4
665,7.67,Low Fat,0.184689756,Household,35.4216,High,Tier 3,Supermarket Type1,6.111646480883841,NC,26
666,13.8,Regular,0.064153845,Fruits and Vegetables,76.9012,High,Tier 3,Supermarket Type1,6.41051955940018,FD,26
667,4.785,Low Fat,0.092516598,Breads,120.1098,High,Tier 3,Supermarket Type1,7.190380436766617,FD,26
668,20.0,Regular,0.104245198,Canned,105.3622,Medium,Tier 1,Supermarket Type1,7.147831775362877,FD,14
669,12.91,Regular,0.041779181,Meat,43.4112,Medium,Tier 3,Supermarket Type3,7.011115876135455,FD,28
670,8.395,Low Fat,0.07226985,Hard Drinks,254.104,Medium,Tier 3,Supermarket Type2,8.172744910554844,DR,4
671,6.175,Regular,0.179806961,Meat,95.2752,Medium,Tier 3,Supermarket Type2,7.336287744709678,FD,4
672,8.21,Low Fat,0.044995631,Dairy,89.2198,Medium,Tier 1,Supermarket Type1,7.177245630930387,FD,14
673,19.7,Low Fat,0.053523765,Fruits and Vegetables,55.393,Small,Tier 2,Supermarket Type1,7.294661226369017,FD,6
674,19.6,Low Fat,0.041459372,Household,89.6514,Medium,Tier 3,Supermarket Type2,7.123446812857696,NC,4
675,7.5,Low Fat,0.036234918,Health and Hygiene,175.3028,Small,Tier 1,Supermarket Type1,8.26802943164612,NC,16
676,5.845,Regular,0.105445801,Frozen Foods,214.4218,Medium,Tier 3,Supermarket Type2,7.311253520742889,FD,4
677,11.395,Low Fat,0.053930934,Health and Hygiene,151.6708,High,Tier 3,Supermarket Type1,8.149552167783247,NC,26
678,7.17,Regular,0.05997133,Fruits and Vegetables,132.1968,Medium,Tier 3,Supermarket Type2,7.962739417332859,FD,4
679,5.75,Regular,0.075595405,Dairy,114.7176,Small,Tier 2,Supermarket Type1,7.139417324679561,FD,6
680,15.5,Regular,0.210375806,Fruits and Vegetables,178.2028,Medium,Tier 3,Grocery Store,5.182360911676807,FD,15
681,7.76,Low Fat,0.059341019,Snack Foods,99.77,Small,Tier 2,Supermarket Type1,6.684561726417885,FD,9
682,13.65,Regular,0.18520944,Canned,212.9902,Small,Tier 2,Supermarket Type1,8.066789188471217,FD,6
683,10.8,Low Fat,0.098566832,Meat,98.3042,Medium,Tier 1,Supermarket Type1,7.305902342064307,FD,14
684,11.1,Low Fat,0.11084417,Fruits and Vegetables,189.2846,Medium,Tier 1,Supermarket Type1,8.548746934478277,FD,14
685,12.91,Low Fat,0.0350152,Snack Foods,182.0318,Medium,Tier 3,Supermarket Type3,8.692028361684885,FD,28
686,12.8,Regular,0.023567538,Meat,226.8404,Medium,Tier 1,Supermarket Type1,8.41223437284511,FD,14
687,8.785,Low Fat,0.053930934,Fruits and Vegetables,123.0414,Medium,Tier 3,Grocery Store,4.810894092446785,FD,15
688,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556,Small,Tier 2,Supermarket Type1,8.37086687460218,FD,9
689,7.89,Low Fat,0.036207786,Dairy,121.0782,Small,Tier 2,Supermarket Type1,8.14820497793947,FD,11
690,16.85,Low Fat,0.044377096,Fruits and Vegetables,185.8266,High,Tier 3,Supermarket Type1,7.415078416196915,FD,26
691,16.35,Low Fat,0.034742632,Household,127.402,Small,Tier 2,Supermarket Type1,6.633334222629409,NC,11
692,12.91,Regular,0.116915909,Snack Foods,159.4578,Medium,Tier 3,Supermarket Type3,8.512219201613373,FD,28
693,17.35,Regular,0.062979148,Baking Goods,87.983,Small,Tier 2,Supermarket Type1,7.443533188937465,FD,11
694,12.91,Regular,0.068604503,Fruits and Vegetables,197.3768,Medium,Tier 3,Supermarket Type3,8.921313181925884,FD,28
695,12.91,Low Fat,0.03294861,Household,116.8124,Medium,Tier 3,Supermarket Type3,7.819941759929242,NC,28
696,12.6,Low Fat,0.007450258,Household,186.7556,High,Tier 3,Supermarket Type1,7.9435463266981925,NC,26
697,5.32,Low Fat,0.093027718,Health and Hygiene,101.4674,Medium,Tier 1,Supermarket Type1,7.991306246576561,NC,14
698,12.89,Low Fat,0.164864915,Household,255.2698,Medium,Tier 1,Grocery Store,6.635958891568564,NC,28
699,13.0,Regular,0.083498083,Canned,199.4426,Small,Tier 2,Supermarket Type1,6.387262747528172,FD,9
700,12.91,Low Fat,0.014522363,Soft Drinks,50.2324,Medium,Tier 3,Supermarket Type3,7.169588633311009,DR,28
701,19.85,Low Fat,0.025963795,Household,46.3376,Small,Tier 2,Supermarket Type1,7.048822803496519,NC,9
702,17.6,Low Fat,0.019012262,Health and Hygiene,237.159,Small,Tier 2,Supermarket Type1,8.030626590319134,NC,6
703,14.6,Low Fat,0.059393919,Household,181.7976,Small,Tier 2,Supermarket Type1,8.089714594658016,NC,9
704,7.55,Low Fat,0.027212058,Canned,152.734,Medium,Tier 1,Supermarket Type1,7.922047837653786,FD,14
705,13.8,Low Fat,0.013263968,Canned,106.9254,Small,Tier 1,Supermarket Type1,7.983162330035762,FD,16
706,17.25,Regular,0.079113947,Snack Foods,99.2068,Medium,Tier 3,Grocery Store,4.587075459398842,FD,15
707,10.1,Low Fat,0.03020851,Health and Hygiene,153.1656,Small,Tier 1,Supermarket Type1,7.343203694685952,NC,16
708,14.3,Regular,0.049634817,Meat,212.5586,High,Tier 3,Supermarket Type1,8.060501839304175,FD,26
709,9.8,Low Fat,0.047187038,Baking Goods,100.6016,Small,Tier 1,Supermarket Type1,7.390320677790019,FD,16
710,11.3,Low Fat,0.066681333,Household,194.4478,Small,Tier 1,Supermarket Type1,5.962281844132241,NC,16
711,7.67,Low Fat,0.185218446,Household,36.3216,Small,Tier 2,Supermarket Type1,6.03178849762491,NC,11
712,13.8,Low Fat,0.162462044,Dairy,55.893,Medium,Tier 3,Grocery Store,5.4265874426885725,DR,15
713,10.395,Low Fat,0.031273559,Seafood,160.0604,Medium,Tier 1,Supermarket Type1,7.145734791157719,FD,14
714,20.7,Low Fat,0.042836778,Dairy,175.8028,Small,Tier 1,Supermarket Type1,7.3745821175675434,FD,16
715,12.89,Low Fat,0.114127418,Dairy,147.176,Medium,Tier 1,Grocery Store,6.374861263012183,FD,28
716,17.35,Regular,0.146895866,Seafood,149.605,Medium,Tier 3,Supermarket Type2,8.228477251374159,FD,4
717,16.35,Low Fat,0.013420879,Others,104.828,Medium,Tier 3,Supermarket Type2,7.502173241482096,NC,4
718,19.35,Low Fat,0.026181893,Fruits and Vegetables,167.0474,Small,Tier 1,Supermarket Type1,7.766104815428644,FD,16
719,15.2,Low Fat,0.012184999,Health and Hygiene,50.3034,Small,Tier 2,Supermarket Type1,4.989140596055461,NC,6
720,14.3,Low Fat,0.026428924,Frozen Foods,78.2302,Medium,Tier 3,Supermarket Type2,6.320069129028221,FD,4
721,12.91,Regular,0.045243613,Dairy,146.8102,Medium,Tier 3,Supermarket Type3,8.160645325117086,FD,28
722,20.0,Regular,0.053930934,Frozen Foods,127.3678,Small,Tier 1,Supermarket Type1,7.485126333694332,FD,16
723,12.91,Regular,0.076790922,Frozen Foods,172.1106,Medium,Tier 3,Supermarket Type3,7.8507498678307295,FD,28
724,10.1,Regular,0.045950475,Snack Foods,38.2848,Small,Tier 2,Supermarket Type1,7.115905713142174,FD,6
725,12.91,Regular,0.133673087,Canned,41.548,Medium,Tier 3,Supermarket Type3,6.824160603867839,FD,28
726,12.91,Low Fat,0.060252433,Dairy,170.7106,Medium,Tier 3,Supermarket Type3,8.033006512548717,FD,28
727,8.18,Regular,0.082529704,Frozen Foods,56.9588,Medium,Tier 1,Supermarket Type1,6.613873226312467,FD,14
728,19.5,Low Fat,0.082552214,Canned,179.8002,Small,Tier 1,Supermarket Type1,6.5756346802355585,FD,16
729,18.7,Low Fat,0.089272253,Snack Foods,254.7672,Small,Tier 1,Supermarket Type1,8.539804419916582,FD,16
730,12.35,Regular,0.072541731,Dairy,48.5692,Small,Tier 2,Supermarket Type1,6.788797854000482,FD,11
731,16.0,Regular,0.017536671,Meat,45.5718,High,Tier 3,Supermarket Type1,6.947917471881167,FD,26
732,8.395,Low Fat,0.072088552,Hard Drinks,253.704,Medium,Tier 1,Supermarket Type1,8.42399661637484,DR,14
733,4.785,Low Fat,0.092781435,Breads,119.7098,Small,Tier 2,Supermarket Type1,7.500334330919958,FD,11
734,5.03,Low Fat,0.008644894,Household,122.6756,Small,Tier 2,Supermarket Type1,7.8886582292781515,NC,9
735,15.6,Low Fat,0.025342692,Snack Foods,174.3054,Small,Tier 2,Supermarket Type1,7.468544092939159,FD,6
736,7.285,Low Fat,0.031145743,Household,173.6054,Small,Tier 2,Supermarket Type1,7.873818930059004,NC,9
737,20.35,Low Fat,0.053930934,Snack Foods,120.9072,Medium,Tier 1,Supermarket Type1,7.293756454430617,FD,14
738,17.7,Low Fat,0.030108283,Snack Foods,165.9816,Small,Tier 2,Supermarket Type1,8.38098888115659,FD,6
739,12.91,Low Fat,0.044391149,Canned,164.3842,Medium,Tier 3,Supermarket Type3,8.406747188784205,FD,28
740,20.25,Regular,0.022639471,Dairy,248.4092,Small,Tier 2,Supermarket Type1,7.71516053426149,FD,6
741,8.945,Regular,0.053930934,Dairy,264.791,Small,Tier 2,Supermarket Type1,8.462702791729717,FD,6
742,12.89,Low Fat,0.139419417,Meat,66.0826,Medium,Tier 1,Grocery Store,5.558102924392327,FD,28
743,18.25,Low Fat,0.015278899,Snack Foods,199.0084,Small,Tier 1,Supermarket Type1,8.063231212124048,FD,16
744,20.35,Low Fat,0.039329257,Household,127.6678,Medium,Tier 1,Supermarket Type1,7.981343528477486,NC,14
745,16.75,Regular,0.008579863,Meat,72.3038,Medium,Tier 1,Supermarket Type1,6.868753917769459,FD,14
746,12.1,Low Fat,0.028164527,Hard Drinks,178.166,Medium,Tier 3,Grocery Store,6.292120839195936,DR,15
747,18.5,Regular,0.053930934,Dairy,144.2102,Small,Tier 2,Supermarket Type1,7.621852859267954,FD,9
748,15.0,Regular,0.054367971,Canned,58.5904,Small,Tier 2,Supermarket Type1,6.90478768001285,FD,9
749,19.5,Regular,0.0273467,Canned,158.992,Small,Tier 1,Supermarket Type1,7.472337001940739,FD,16
750,13.65,Low Fat,0.016001434,Breads,230.6668,Small,Tier 2,Supermarket Type1,7.519656828646429,FD,6
751,13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,Small,Tier 2,Supermarket Type1,8.142216938353288,FD,9
752,12.91,Regular,0.013529884,Fruits and Vegetables,106.2596,Medium,Tier 3,Supermarket Type3,7.246492662505686,FD,28
753,20.6,Regular,0.030510526,Dairy,211.4244,Small,Tier 1,Supermarket Type1,8.966330985360418,FD,16
754,6.28,Low Fat,0.027699863,Soft Drinks,87.9198,Small,Tier 2,Supermarket Type1,7.108307312858826,DR,9
755,5.925,Regular,0.09646733,Dairy,42.8086,Small,Tier 1,Supermarket Type1,6.507470231165515,FD,16
756,17.7,Low Fat,0.011636708,Frozen Foods,94.541,Small,Tier 2,Supermarket Type1,6.968804281324652,FD,11
757,18.85,Low Fat,0.141642219,Canned,168.1132,Small,Tier 1,Supermarket Type1,7.9641294319864,FD,16
758,12.91,Low Fat,0.044767801,Dairy,241.8854,Medium,Tier 3,Supermarket Type3,8.432293604844931,FD,28
759,17.5,Low Fat,0.028009382,Meat,141.718,Medium,Tier 3,Grocery Store,6.0413350798500165,FD,15
760,17.7,Low Fat,0.1164455,Snack Foods,182.8266,High,Tier 3,Supermarket Type1,8.54964969417814,FD,26
761,16.1,Regular,0.013584408,Fruits and Vegetables,107.7596,High,Tier 3,Supermarket Type1,5.782528341795437,FD,26
762,9.8,Low Fat,0.026950104,Meat,128.402,Medium,Tier 3,Supermarket Type2,7.143633400367647,FD,4
763,7.565,Low Fat,0.054751689,Health and Hygiene,54.793,Small,Tier 2,Supermarket Type1,6.4353856529722036,NC,11
764,17.6,Regular,0.076121831,Meat,111.7202,Small,Tier 1,Supermarket Type1,7.026606188702443,FD,16
765,12.15,Regular,0.058516562,Fruits and Vegetables,164.1552,Medium,Tier 1,Supermarket Type1,8.556330516477443,FD,14
766,9.31,Low Fat,0.037923509,Frozen Foods,61.651,High,Tier 3,Supermarket Type1,5.941501945902777,FD,26
767,19.25,Regular,0.058365706,Frozen Foods,82.1908,Medium,Tier 1,Supermarket Type1,7.7972227420291516,FD,14
768,9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228,Small,Tier 2,Supermarket Type1,7.413875047559771,FD,11
769,15.35,Low Fat,0.015663185,Others,143.947,High,Tier 3,Supermarket Type1,8.008727115060847,NC,26
770,12.91,Low Fat,0.063750302,Canned,153.4682,Medium,Tier 3,Supermarket Type3,7.735443404896715,FD,28
771,12.91,Regular,0.07252476,Snack Foods,120.3098,Medium,Tier 3,Supermarket Type3,7.431380951473746,FD,28
772,17.85,Low Fat,0.038040837,Soft Drinks,189.1188,Small,Tier 2,Supermarket Type1,8.082748069935931,DR,6
773,7.02,Low Fat,0.049823902,Dairy,82.225,High,Tier 3,Supermarket Type1,7.91841938836197,DR,26
774,12.91,Low Fat,0.014560297,Baking Goods,81.425,Medium,Tier 3,Supermarket Type3,7.194887200128437,FD,28
775,12.91,Low Fat,0.026408698,Frozen Foods,53.2614,Medium,Tier 3,Supermarket Type3,6.4116136490757825,FD,28
776,12.3,Low Fat,0.069446588,Soft Drinks,106.3938,Small,Tier 2,Supermarket Type1,6.755245385661515,DR,9
777,5.46,Regular,0.03217132,Canned,184.824,Small,Tier 2,Supermarket Type1,8.363751060508896,FD,9
778,15.1,Low Fat,0.026046138,Frozen Foods,147.2076,Small,Tier 2,Supermarket Type1,7.481381714943676,FD,11
779,11.8,Low Fat,0.121848436,Fruits and Vegetables,46.8402,Small,Tier 2,Supermarket Type1,6.393962925488888,FD,11
780,19.25,Low Fat,0.108470504,Household,33.4558,Medium,Tier 3,Supermarket Type2,6.092271862664881,NC,4
781,13.65,Regular,0.053930934,Snack Foods,55.8588,Small,Tier 2,Supermarket Type1,7.267155505961222,FD,11
782,13.35,Low Fat,0.038494623,Snack Foods,240.2564,High,Tier 3,Supermarket Type1,7.959023237758516,FD,26
783,12.91,Regular,0.122830885,Snack Foods,86.9514,Medium,Tier 3,Supermarket Type3,8.121466470910779,FD,28
784,13.15,Regular,0.038029746,Snack Foods,88.6856,Small,Tier 2,Supermarket Type1,7.472337001940739,FD,11
785,14.3,Regular,0.065207559,Fruits and Vegetables,89.8856,Small,Tier 1,Supermarket Type1,6.874965109492419,FD,16
786,12.3,Low Fat,0.037014587,Snack Foods,115.1834,Small,Tier 2,Supermarket Type1,7.580249548857417,FD,11
787,7.825,Low Fat,0.133281968,Meat,63.2826,Medium,Tier 3,Grocery Store,4.868804412942517,FD,15
788,19.1,Low Fat,0.045299563,Dairy,38.8138,Small,Tier 2,Supermarket Type1,5.904064549160464,DR,9
789,8.71,Low Fat,0.121149472,Canned,93.7778,High,Tier 3,Supermarket Type1,7.4869933978492815,FD,26
790,19.6,Low Fat,0.094083303,Household,252.2698,High,Tier 3,Supermarket Type1,7.93428700557776,NC,26
791,19.5,Low Fat,0.053930934,Canned,179.3002,Medium,Tier 1,Supermarket Type1,7.753324188451858,FD,14
792,15.85,Low Fat,0.053930934,Breads,174.737,Small,Tier 2,Supermarket Type1,7.945906765747931,FD,6
793,12.91,Low Fat,0.035022503,Health and Hygiene,85.1224,Medium,Tier 3,Supermarket Type3,7.623806937787348,NC,28
794,17.6,Regular,0.016060186,Breads,47.2402,Small,Tier 2,Supermarket Type1,6.227212725295075,FD,11
795,12.91,Regular,0.009014978,Canned,102.699,Medium,Tier 3,Supermarket Type3,8.038179493132613,FD,28
796,19.1,Low Fat,0.096733815,Fruits and Vegetables,233.1958,Small,Tier 1,Supermarket Type1,8.545257207117917,FD,16
797,6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,Medium,Tier 3,Supermarket Type2,6.696968813426946,FD,4
798,6.55,Low Fat,0.024521191,Breads,100.6332,Small,Tier 2,Supermarket Type1,7.8886582292781515,FD,9
799,16.5,Regular,0.160624116,Snack Foods,143.8128,Small,Tier 2,Supermarket Type1,7.859270441807881,FD,6
800,17.0,Low Fat,0.052165855,Health and Hygiene,125.073,High,Tier 3,Supermarket Type1,7.011716115546039,NC,26
801,10.5,Regular,0.053930934,Baking Goods,162.421,Small,Tier 2,Supermarket Type1,7.1746998072391,FD,11
802,8.93,Low Fat,0.053930934,Household,55.4614,Small,Tier 2,Supermarket Type1,5.806845553225341,NC,11
803,12.91,Low Fat,0.07753654,Baking Goods,180.866,Medium,Tier 3,Supermarket Type3,8.08233675904131,FD,28
804,16.1,Regular,0.024928351,Fruits and Vegetables,95.141,High,Tier 3,Supermarket Type1,8.036027335668361,FD,26
805,12.91,Low Fat,0.08071118,Baking Goods,113.1544,Medium,Tier 3,Supermarket Type3,8.11869336928511,FD,28
806,5.82,Low Fat,0.080968973,Household,171.379,Medium,Tier 3,Supermarket Type2,7.619894954848371,NC,4
807,16.25,Low Fat,0.057485328,Fruits and Vegetables,126.2046,Medium,Tier 1,Supermarket Type1,7.532928176260842,FD,14
808,13.35,Regular,0.149669322,Snack Foods,180.266,Small,Tier 2,Supermarket Type1,6.802205856593669,FD,11
809,12.91,Regular,0.024776026,Baking Goods,172.3422,Medium,Tier 3,Supermarket Type3,8.956853456982575,FD,28
810,5.15,Regular,0.061165512,Meat,125.6388,Small,Tier 2,Supermarket Type1,7.954825961734186,FD,9
811,12.91,Low Fat,0.041718456,Snack Foods,94.5462,Medium,Tier 3,Supermarket Type3,7.962043684781243,FD,28
812,7.865,Low Fat,0.06100886,Breakfast,166.0526,High,Tier 3,Supermarket Type1,8.193941197022408,FD,26
813,9.895,Low Fat,0.167799329,Soft Drinks,239.4564,Small,Tier 2,Supermarket Type1,8.56500016765287,DR,9
814,17.35,Low Fat,0.167351411,Household,176.0712,Small,Tier 2,Supermarket Type1,7.654563787922667,NC,9
815,8.365,Low Fat,0.071832909,Hard Drinks,36.1506,Small,Tier 2,Supermarket Type1,6.5821101768282455,DR,9
816,6.675,Low Fat,0.041886576,Snack Foods,92.1462,High,Tier 3,Supermarket Type1,7.093488177195533,FD,26
817,12.91,Regular,0.150341867,Meat,83.1276,Medium,Tier 3,Supermarket Type3,7.533284428243379,FD,28
818,17.35,Low Fat,0.020542737,Others,80.5618,High,Tier 3,Supermarket Type1,5.7784173555881555,NC,26
819,16.75,Low Fat,0.045047439,Snack Foods,186.4556,Small,Tier 1,Supermarket Type1,8.279917145179326,FD,16
820,18.85,Low Fat,0.091008572,Hard Drinks,129.6336,Medium,Tier 1,Supermarket Type1,8.069918100888467,DR,14
821,6.575,Regular,0.07549348,Breads,143.5444,Small,Tier 2,Supermarket Type1,8.11352283178308,FD,9
822,12.65,Regular,0.156286566,Fruits and Vegetables,238.9538,Medium,Tier 1,Supermarket Type1,8.315570055860318,FD,14
823,15.2,Low Fat,0.033735909,Household,110.9912,Medium,Tier 3,Supermarket Type2,7.5268523934040825,NC,4
824,12.91,Regular,0.078547351,Frozen Foods,79.3276,Medium,Tier 3,Supermarket Type3,7.231192354407064,FD,28
825,7.07,Low Fat,0.093653464,Snack Foods,113.3834,Small,Tier 2,Supermarket Type1,7.145209857300497,FD,9
826,13.65,Low Fat,0.036107198,Snack Foods,184.4924,Medium,Tier 3,Supermarket Type2,8.553252605231874,FD,4
827,12.89,Regular,0.109003832,Frozen Foods,145.2418,Medium,Tier 1,Grocery Store,4.998169923179611,FD,28
828,7.06,Regular,0.073480266,Starchy Foods,58.8904,Medium,Tier 3,Grocery Store,4.087494487272019,FD,15
829,11.8,Low Fat,0.113234914,Soft Drinks,186.3924,High,Tier 3,Supermarket Type1,8.588337272724589,DR,26
830,12.91,Low Fat,0.037711338,Health and Hygiene,41.548,Medium,Tier 3,Supermarket Type3,7.214675113341325,NC,28
831,9.3,Low Fat,0.016054884,Dairy,250.2092,Small,Tier 2,Supermarket Type1,8.695710989751433,FD,11
832,12.91,Low Fat,0.021170542,Baking Goods,117.6124,Medium,Tier 3,Supermarket Type3,7.71990057890739,FD,28
833,12.89,Low Fat,0.065188619,Soft Drinks,181.1634,Medium,Tier 1,Grocery Store,5.208192420155205,DR,28
834,13.6,Low Fat,0.117537563,Snack Foods,195.4136,High,Tier 3,Supermarket Type1,8.602376044340884,FD,26
835,19.5,Low Fat,0.01430324,Household,57.2614,Small,Tier 2,Supermarket Type1,7.344925234443442,NC,11
836,19.35,Regular,0.137697119,Baking Goods,47.1034,Medium,Tier 3,Grocery Store,4.989140596055461,FD,15
837,12.91,Low Fat,0.047008497,Others,112.0202,Medium,Tier 3,Supermarket Type3,8.529992726755331,NC,28
838,13.1,Regular,0.053930934,Fruits and Vegetables,178.9318,Medium,Tier 1,Supermarket Type1,8.028892173274373,FD,14
839,16.7,Regular,0.060863167,Baking Goods,97.6384,Small,Tier 2,Supermarket Type1,7.958092031037335,FD,9
840,5.785,Regular,0.053930934,Fruits and Vegetables,87.1856,Small,Tier 2,Supermarket Type1,7.249335590006369,FD,9
841,12.89,Low Fat,0.045105407,Meat,89.4172,Medium,Tier 1,Grocery Store,5.189809681521668,FD,28
842,6.13,Low Fat,0.076855207,Dairy,59.3536,Medium,Tier 1,Supermarket Type1,7.293756454430617,DR,14
843,9.8,Low Fat,0.024482644,Health and Hygiene,116.2492,Medium,Tier 3,Supermarket Type2,7.971510387092909,NC,4
844,12.91,Regular,0.053930934,Canned,154.6314,Medium,Tier 3,Supermarket Type3,8.782095585950884,FD,28
845,7.42,Low Fat,0.020474913,Snack Foods,248.4092,Medium,Tier 3,Supermarket Type2,6.90478768001285,FD,4
846,16.7,Regular,0.062044506,Snack Foods,57.4562,Small,Tier 1,Supermarket Type1,6.855513324232287,FD,16
847,12.89,Low Fat,0.220225608,Fruits and Vegetables,85.6198,Medium,Tier 1,Grocery Store,4.4798314276146005,FD,28
848,9.0,Low Fat,0.079794329,Canned,80.1644,Small,Tier 2,Supermarket Type1,7.072817072658626,FD,6
849,12.89,Regular,0.114916546,Fruits and Vegetables,188.4214,Medium,Tier 1,Grocery Store,6.339060753745508,FD,28
850,6.36,Low Fat,0.00597362,Household,164.5526,High,Tier 3,Supermarket Type1,7.668039383156102,NC,26
851,17.7,Low Fat,0.146973462,Dairy,184.1292,Medium,Tier 3,Grocery Store,6.3067999667977155,FD,15
852,16.5,Low Fat,0.07376631,Canned,208.5638,High,Tier 3,Supermarket Type1,7.898347741380506,FD,26
853,12.91,Regular,0.049349121,Frozen Foods,108.6912,Medium,Tier 3,Supermarket Type3,8.025632010935702,FD,28
854,12.89,Low Fat,0.328390948,Canned,146.0418,Medium,Tier 1,Grocery Store,6.379388708391441,FD,28
855,11.85,Low Fat,0.13267058,Dairy,96.4726,Small,Tier 1,Supermarket Type1,6.887272940734799,DR,16
856,10.195,Regular,0.012455787,Meat,197.511,Small,Tier 2,Supermarket Type1,7.76554024268319,FD,9
857,12.91,Regular,0.058142797,Fruits and Vegetables,162.1552,Medium,Tier 3,Supermarket Type3,8.035165174106908,FD,28
858,12.89,Low Fat,0.006289291,Hard Drinks,153.2998,Medium,Tier 1,Grocery Store,6.136429019779471,DR,28
859,13.65,Low Fat,0.04929502,Fruits and Vegetables,150.505,Medium,Tier 1,Supermarket Type1,7.900076989989181,FD,14
860,20.35,Low Fat,0.054362695,Snack Foods,117.9466,Small,Tier 2,Supermarket Type1,7.409047039560261,FD,6
861,20.2,Low Fat,0.110356797,Household,62.051,Medium,Tier 3,Grocery Store,4.848132050749962,NC,15
862,13.85,Regular,0.085274988,Meat,119.6124,Small,Tier 1,Supermarket Type1,7.60872716652003,FD,16
863,8.05,Regular,0.164542555,Dairy,112.2518,High,Tier 3,Supermarket Type1,7.443533188937465,FD,26
864,7.365,Low Fat,0.160292264,Snack Foods,94.712,Small,Tier 2,Supermarket Type1,6.838533809940184,FD,11
865,12.5,Low Fat,0.112859454,Canned,118.344,Small,Tier 2,Supermarket Type1,7.677026113130066,FD,6
866,7.42,Regular,0.021569566,Seafood,184.8582,Small,Tier 2,Supermarket Type1,8.443536963364629,FD,9
867,12.91,Low Fat,0.073055148,Seafood,33.7216,Medium,Tier 3,Supermarket Type3,7.156176013455459,FD,28
868,6.235,Low Fat,0.119345629,Household,261.991,Small,Tier 2,Supermarket Type1,7.7697667893377735,NC,6
869,12.35,Regular,0.072334667,Dairy,49.1692,High,Tier 3,Supermarket Type1,6.788797854000482,FD,26
870,6.75,Regular,0.108148913,Dairy,95.6752,High,Tier 3,Supermarket Type1,6.866674917754745,FD,26
871,16.75,Low Fat,0.07585337,Health and Hygiene,36.8532,Medium,Tier 1,Supermarket Type1,7.048822803496519,NC,14
872,19.35,Regular,0.062655235,Baking Goods,163.3184,Small,Tier 2,Supermarket Type1,7.879629959209034,FD,11
873,9.6,Regular,0.022278477,Breads,102.499,Small,Tier 1,Supermarket Type1,7.3453551567031,FD,16
874,19.85,Regular,0.020961192,Snack Foods,62.0194,Medium,Tier 3,Supermarket Type2,6.4300323323209385,FD,4
875,15.1,Low Fat,0.025993423,Frozen Foods,147.4076,Small,Tier 1,Supermarket Type1,7.9407064254983295,FD,16
876,12.91,Regular,0.018838681,Fruits and Vegetables,62.9536,Medium,Tier 3,Supermarket Type3,7.726381670188491,FD,28
877,6.59,Low Fat,0.105577348,Fruits and Vegetables,85.6908,Small,Tier 2,Supermarket Type1,7.565528306880229,FD,9
878,16.75,Low Fat,0.129086113,Breads,89.4856,Medium,Tier 1,Supermarket Type1,6.961890371633309,FD,14
879,15.2,Low Fat,0.113125627,Soft Drinks,38.6848,Small,Tier 2,Supermarket Type1,7.053437747360154,DR,11
880,13.0,Regular,0.070699313,Snack Foods,65.7484,Small,Tier 2,Supermarket Type1,7.069424367467313,FD,6
881,5.86,Regular,0.151467821,Meat,154.1314,Medium,Tier 3,Supermarket Type2,8.135607916902579,FD,4
882,11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,Medium,Tier 3,Grocery Store,5.710233621191589,NC,15
883,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,Medium,Tier 3,Grocery Store,5.962281844132241,FD,15
